id,gameid,game,side,champion,gamelength
983,1071627,7.2,Blue, ,48.65
984,1071627,7.2,Red, ,48.65
985,1071642,7.3,Blue,Vladimir,26.95
986,1071642,7.3,Blue,Lee Sin,26.95
987,1071642,7.3,Blue,Akali,26.95
988,1071642,7.3,Blue,Kai'Sa,26.95
989,1071642,7.3,Blue,Alistar,26.95
990,1071642,7.3,Red,Gangplank,26.95
991,1071642,7.3,Red,Gragas,26.95
992,1071642,7.3,Red,Veigar,26.95
993,1071642,7.3,Red,Xayah,26.95
994,1071642,7.3,Red,Leona,26.95
995,1071642,7.3,Blue, ,26.95
996,1071642,7.3,Red, ,26.95
997,1071659,7.4,Blue,Qiyana,29.66666667
998,1071659,7.4,Blue,Rek'Sai,29.66666667
999,1071659,7.4,Blue,Kayle,29.66666667
1000,1071659,7.4,Blue,Kai'Sa,29.66666667
1001,1071659,7.4,Blue,Rakan,29.66666667
1002,1071659,7.4,Red,Aatrox,29.66666667
1003,1071659,7.4,Red,Jarvan IV,29.66666667
1004,1071659,7.4,Red,Akali,29.66666667
1005,1071659,7.4,Red,Ezreal,29.66666667
1006,1071659,7.4,Red,Morgana,29.66666667
1007,1071659,7.4,Blue, ,29.66666667
1008,1071659,7.4,Red, ,29.66666667
1009,1071668,7.5,Blue,Akali,33.1
1010,1071668,7.5,Blue,Elise,33.1
1011,1071668,7.5,Blue,Camille,33.1
1012,1071668,7.5,Blue,Xayah,33.1
1013,1071668,7.5,Blue,Rakan,33.1
1014,1071668,7.5,Red,Ezreal,33.1
1015,1071668,7.5,Red,Skarner,33.1
1016,1071668,7.5,Red,Ryze,33.1
1017,1071668,7.5,Red,Heimerdinger,33.1
1018,1071668,7.5,Red,Nautilus,33.1
1019,1071668,7.5,Blue, ,33.1
1020,1071668,7.5,Red, ,33.1
1021,1071675,7.6,Blue,Gangplank,32.41666667
1022,1071675,7.6,Blue,Gragas,32.41666667
1023,1071675,7.6,Blue,Cassiopeia,32.41666667
1024,1071675,7.6,Blue,Xayah,32.41666667
1025,1071675,7.6,Blue,Pyke,32.41666667
1026,1071675,7.6,Red,Gnar,32.41666667
1027,1071675,7.6,Red,Lee Sin,32.41666667
1028,1071675,7.6,Red,Ryze,32.41666667
1029,1071675,7.6,Red,Ezreal,32.41666667
1030,1071675,7.6,Red,Lulu,32.41666667
1031,1071675,7.6,Blue, ,32.41666667
1032,1071675,7.6,Red, ,32.41666667
1033,1071696,8.1,Blue,Gangplank,32.6
1034,1071696,8.1,Blue,Gragas,32.6
1035,1071696,8.1,Blue,Viktor,32.6
1036,1071696,8.1,Blue,Kai'Sa,32.6
1037,1071696,8.1,Blue,Nautilus,32.6
1038,1071696,8.1,Red,Jayce,32.6
1039,1071696,8.1,Red,Olaf,32.6
1040,1071696,8.1,Red,Orianna,32.6
1041,1071696,8.1,Red,Xayah,32.6
1042,1071696,8.1,Red,Morgana,32.6
1043,1071696,8.1,Blue, ,32.6
1044,1071696,8.1,Red, ,32.6
1045,1071705,8.2,Blue,Sion,32.3
1046,1071705,8.2,Blue,Lee Sin,32.3
1047,1071705,8.2,Blue,Anivia,32.3
1048,1071705,8.2,Blue,Kai'Sa,32.3
1049,1071705,8.2,Blue,Nautilus,32.3
1050,1071705,8.2,Red,Kayle,32.3
1051,1071705,8.2,Red,Rek'Sai,32.3
1052,1071705,8.2,Red,Corki,32.3
1053,1071705,8.2,Red,Yasuo,32.3
1054,1071705,8.2,Red,Gragas,32.3
1055,1071705,8.2,Blue, ,32.3
1056,1071705,8.2,Red, ,32.3
1057,1071716,8.3,Blue,Gangplank,30.95
1058,1071716,8.3,Blue,Gragas,30.95
1059,1071716,8.3,Blue,LeBlanc,30.95
1060,1071716,8.3,Blue,Xayah,30.95
1061,1071716,8.3,Blue,Rakan,30.95
1062,1071716,8.3,Red,Cho'gath,30.95
1063,1071716,8.3,Red,Jarvan IV,30.95
1064,1071716,8.3,Red,Lissandra,30.95
1065,1071716,8.3,Red,Ezreal,30.95
1066,1071716,8.3,Red,Yuumi,30.95
1067,1071716,8.3,Blue, ,30.95
1068,1071716,8.3,Red, ,30.95
1069,1071720,8.4,Blue,Vladimir,32.08333333
1070,1071720,8.4,Blue,Lee Sin,32.08333333
1071,1071720,8.4,Blue,Akali,32.08333333
1072,1071720,8.4,Blue,Kai'Sa,32.08333333
1073,1071720,8.4,Blue,Leona,32.08333333
1074,1071720,8.4,Red,Jayce,32.08333333
1075,1071720,8.4,Red,Rek'Sai,32.08333333
1076,1071720,8.4,Red,Orianna,32.08333333
1077,1071720,8.4,Red,Syndra,32.08333333
1078,1071720,8.4,Red,Nautilus,32.08333333
1079,1071720,8.4,Blue, ,32.08333333
1080,1071720,8.4,Red, ,32.08333333
1081,1071724,8.5,Blue,Renekton,29.5
1082,1071724,8.5,Blue,Taliyah,29.5
1083,1071724,8.5,Blue,Yasuo,29.5
1084,1071724,8.5,Blue,Xayah,29.5
1085,1071724,8.5,Blue,Ornn,29.5
1086,1071724,8.5,Red,Sion,29.5
1087,1071724,8.5,Red,Lee Sin,29.5
1088,1071724,8.5,Red,Zilean,29.5
1089,1071724,8.5,Red,Kai'Sa,29.5
1090,1071724,8.5,Red,Nautilus,29.5
1091,1071724,8.5,Blue, ,29.5
1092,1071724,8.5,Red, ,29.5
1093,1071731,8.6,Blue,Vladimir,24.11666667
1094,1071731,8.6,Blue,Gragas,24.11666667
1095,1071731,8.6,Blue,Qiyana,24.11666667
1096,1071731,8.6,Blue,Kai'Sa,24.11666667
1097,1071731,8.6,Blue,Alistar,24.11666667
1098,1071731,8.6,Red,Aatrox,24.11666667
1099,1071731,8.6,Red,Olaf,24.11666667
1100,1071731,8.6,Red,LeBlanc,24.11666667
1101,1071731,8.6,Red,Xayah,24.11666667
1102,1071731,8.6,Red,Nautilus,24.11666667
1103,1071731,8.6,Blue, ,24.11666667
1104,1071731,8.6,Red, ,24.11666667
1105,1061881,1,Blue,Yasuo,43.88333333
1106,1061881,1,Blue,Gragas,43.88333333
1107,1061881,1,Blue,Qiyana,43.88333333
1108,1061881,1,Blue,Kog'Maw,43.88333333
1109,1061881,1,Blue,Lulu,43.88333333
1110,1061881,1,Red,Gnar,43.88333333
1111,1061881,1,Red,Elise,43.88333333
1112,1061881,1,Red,Poppy,43.88333333
1113,1061881,1,Red,Garen,43.88333333
1114,1061881,1,Red,Yuumi,43.88333333
1115,1061881,1,Blue, ,43.88333333
1116,1061881,1,Red, ,43.88333333
1117,1061934,2,Blue,Jayce,34.66666667
1118,1061934,2,Blue,Jarvan IV,34.66666667
1119,1061934,2,Blue,Galio,34.66666667
1120,1061934,2,Blue,Xayah,34.66666667
1121,1061934,2,Blue,Rakan,34.66666667
1122,1061934,2,Red,Kayle,34.66666667
1123,1061934,2,Red,Lee Sin,34.66666667
1124,1061934,2,Red,LeBlanc,34.66666667
1125,1061934,2,Red,Kai'Sa,34.66666667
1126,1061934,2,Red,Nautilus,34.66666667
1127,1061934,2,Blue, ,34.66666667
1128,1061934,2,Red, ,34.66666667
1129,1061950,3,Blue,Vladimir,36.55
1130,1061950,3,Blue,Lee Sin,36.55
1131,1061950,3,Blue,Qiyana,36.55
1132,1061950,3,Blue,Kai'Sa,36.55
1133,1061950,3,Blue,Morgana,36.55
1134,1061950,3,Red,Kayle,36.55
1135,1061950,3,Red,Elise,36.55
1136,1061950,3,Red,Sion,36.55
1137,1061950,3,Red,Xayah,36.55
1138,1061950,3,Red,Rakan,36.55
1139,1061950,3,Blue, ,36.55
1140,1061950,3,Red, ,36.55
1141,1061960,4,Blue,Jayce,25.7
1142,1061960,4,Blue,Karthus,25.7
1143,1061960,4,Blue,Sion,25.7
1144,1061960,4,Blue,Xayah,25.7
1145,1061960,4,Blue,Rakan,25.7
1146,1061960,4,Red,Kayle,25.7
1147,1061960,4,Red,Gragas,25.7
1148,1061960,4,Red,Aatrox,25.7
1149,1061960,4,Red,Kai'Sa,25.7
1150,1061960,4,Red,Leona,25.7
1151,1061960,4,Blue, ,25.7
1152,1061960,4,Red, ,25.7
1153,1061976,1,Blue,Camille,26.13333333
1154,1061976,1,Blue,Olaf,26.13333333
1155,1061976,1,Blue,Ryze,26.13333333
1156,1061976,1,Blue,Xayah,26.13333333
1157,1061976,1,Blue,Rakan,26.13333333
1158,1061976,1,Red,Rengar,26.13333333
1159,1061976,1,Red,Elise,26.13333333
1160,1061976,1,Red,Twisted Fate,26.13333333
1161,1061976,1,Red,Garen,26.13333333
1162,1061976,1,Red,Yuumi,26.13333333
1163,1061976,1,Blue, ,26.13333333
1164,1061976,1,Red, ,26.13333333
1165,1072089,2,Blue,Gangplank,24.48333333
1166,1072089,2,Blue,Lee Sin,24.48333333
1167,1072089,2,Blue,Twisted Fate,24.48333333
1168,1072089,2,Blue,Kai'Sa,24.48333333
1169,1072089,2,Blue,Alistar,24.48333333
1170,1072089,2,Red,Gnar,24.48333333
1171,1072089,2,Red,Gragas,24.48333333
1172,1072089,2,Red,Kayle,24.48333333
1173,1072089,2,Red,Varus,24.48333333
1174,1072089,2,Red,Tahm Kench,24.48333333
1175,1072089,2,Blue, ,24.48333333
1176,1072089,2,Red, ,24.48333333
1177,1072107,3,Blue,Renekton,26.95
1178,1072107,3,Blue,Rek'Sai,26.95
1179,1072107,3,Blue,Ryze,26.95
1180,1072107,3,Blue,Lucian,26.95
1181,1072107,3,Blue,Nautilus,26.95
1182,1072107,3,Red,Ornn,26.95
1183,1072107,3,Red,Lee Sin,26.95
1184,1072107,3,Red,Veigar,26.95
1185,1072107,3,Red,Kai'Sa,26.95
1186,1072107,3,Red,Alistar,26.95
1187,1072107,3,Blue, ,26.95
1188,1072107,3,Red, ,26.95
1189,1072121,4,Blue,Camille,35.88333333
1190,1072121,4,Blue,Gragas,35.88333333
1191,1072121,4,Blue,Ryze,35.88333333
1192,1072121,4,Blue,Varus,35.88333333
1193,1072121,4,Blue,Tahm Kench,35.88333333
1194,1072121,4,Red,Kayle,35.88333333
1195,1072121,4,Red,Lee Sin,35.88333333
1196,1072121,4,Red,Cassiopeia,35.88333333
1197,1072121,4,Red,Kai'Sa,35.88333333
1198,1072121,4,Red,Pyke,35.88333333
1199,1072121,4,Blue, ,35.88333333
1200,1072121,4,Red, ,35.88333333
1201,1072179,1,Blue,Jayce,34.35
1202,1072179,1,Blue,Gragas,34.35
1203,1072179,1,Blue,Syndra,34.35
1204,1072179,1,Blue,Xayah,34.35
1205,1072179,1,Blue,Rakan,34.35
1206,1072179,1,Red,Kayle,34.35
1207,1072179,1,Red,Lee Sin,34.35
1208,1072179,1,Red,LeBlanc,34.35
1209,1072179,1,Red,Kai'Sa,34.35
1210,1072179,1,Red,Leona,34.35
1211,1072179,1,Blue, ,34.35
1212,1072179,1,Red, ,34.35
1213,1072193,2,Blue,Jayce,44.36666667
1214,1072193,2,Blue,Elise,44.36666667
1215,1072193,2,Blue,Renekton,44.36666667
1216,1072193,2,Blue,Orianna,44.36666667
1217,1072193,2,Blue,Alistar,44.36666667
1218,1072193,2,Red,Kennen,44.36666667
1219,1072193,2,Red,Lee Sin,44.36666667
1220,1072193,2,Red,Ryze,44.36666667
1221,1072193,2,Red,Kai'Sa,44.36666667
1222,1072193,2,Red,Leona,44.36666667
1223,1072193,2,Blue, ,44.36666667
1224,1072193,2,Red, ,44.36666667
1225,1072194,3,Blue,Yorick,31.06666667
1226,1072194,3,Blue,Rek'Sai,31.06666667
1227,1072194,3,Blue,Ryze,31.06666667
1228,1072194,3,Blue,Kai'Sa,31.06666667
1229,1072194,3,Blue,Nautilus,31.06666667
1230,1072194,3,Red,Jayce,31.06666667
1231,1072194,3,Red,Lee Sin,31.06666667
1232,1072194,3,Red,Corki,31.06666667
1233,1072194,3,Red,Yasuo,31.06666667
1234,1072194,3,Red,Gragas,31.06666667
1235,1072194,3,Blue, ,31.06666667
1236,1072194,3,Red, ,31.06666667
1237,1072195,4,Blue,Ryze,30.36666667
1238,1072195,4,Blue,Gragas,30.36666667
1239,1072195,4,Blue,Yasuo,30.36666667
1240,1072195,4,Blue,Xayah,30.36666667
1241,1072195,4,Blue,Nautilus,30.36666667
1242,1072195,4,Red,Irelia,30.36666667
1243,1072195,4,Red,Taliyah,30.36666667
1244,1072195,4,Red,Kayle,30.36666667
1245,1072195,4,Red,Kai'Sa,30.36666667
1246,1072195,4,Red,Ornn,30.36666667
1247,1072195,4,Blue, ,30.36666667
1248,1072195,4,Red, ,30.36666667
1249,1062051,1,Blue,Gangplank,29.15
1250,1062051,1,Blue,Gragas,29.15
1251,1062051,1,Blue,LeBlanc,29.15
1252,1062051,1,Blue,Kai'Sa,29.15
1253,1062051,1,Blue,Blitzcrank,29.15
1254,1062051,1,Red,Lucian,29.15
1255,1062051,1,Red,Elise,29.15
1256,1062051,1,Red,Lissandra,29.15
1257,1062051,1,Red,Draven,29.15
1258,1062051,1,Red,Thresh,29.15
1259,1062051,1,Blue, ,29.15
1260,1062051,1,Red, ,29.15
1261,1062060,2,Blue,Fiora,27.46666667
1262,1062060,2,Blue,Elise,27.46666667
1263,1062060,2,Blue,Tristana,27.46666667
1264,1062060,2,Blue,Kai'Sa,27.46666667
1265,1062060,2,Blue,Nautilus,27.46666667
1266,1062060,2,Red,Poppy,27.46666667
1267,1062060,2,Red,Olaf,27.46666667
1268,1062060,2,Red,Ryze,27.46666667
1269,1062060,2,Red,Ezreal,27.46666667
1270,1062060,2,Red,Pyke,27.46666667
1271,1062060,2,Blue, ,27.46666667
1272,1062060,2,Red, ,27.46666667
1273,1062065,3,Blue,Renekton,31.81666667
1274,1062065,3,Blue,Skarner,31.81666667
1275,1062065,3,Blue,Azir,31.81666667
1276,1062065,3,Blue,Draven,31.81666667
1277,1062065,3,Blue,Thresh,31.81666667
1278,1062065,3,Red,Ornn,31.81666667
1279,1062065,3,Red,Rek'Sai,31.81666667
1280,1062065,3,Red,Ryze,31.81666667
1281,1062065,3,Red,Kai'Sa,31.81666667
1282,1062065,3,Red,Nautilus,31.81666667
1283,1062065,3,Blue, ,31.81666667
1284,1062065,3,Red, ,31.81666667
1285,1062070,4,Blue,Quinn,31.9
1286,1062070,4,Blue,Gragas,31.9
1287,1062070,4,Blue,Ryze,31.9
1288,1062070,4,Blue,Varus,31.9
1289,1062070,4,Blue,Leona,31.9
1290,1062070,4,Red,Renekton,31.9
1291,1062070,4,Red,Taliyah,31.9
1292,1062070,4,Red,Syndra,31.9
1293,1062070,4,Red,Kai'Sa,31.9
1294,1062070,4,Red,Thresh,31.9
1295,1062070,4,Blue, ,31.9
1296,1062070,4,Red, ,31.9
1297,1072304,1,Blue,Renekton,28.41666667
1298,1072304,1,Blue,Qiyana,28.41666667
1299,1072304,1,Blue,Rumble,28.41666667
1300,1072304,1,Blue,Ezreal,28.41666667
1301,1072304,1,Blue,Nautilus,28.41666667
1302,1072304,1,Red,Quinn,28.41666667
1303,1072304,1,Red,Gragas,28.41666667
1304,1072304,1,Red,Syndra,28.41666667
1305,1072304,1,Red,Varus,28.41666667
1306,1072304,1,Red,Alistar,28.41666667
1307,1072304,1,Blue, ,28.41666667
1308,1072304,1,Red, ,28.41666667
1309,1072311,2,Blue,Vladimir,42.48333333
1310,1072311,2,Blue,Gragas,42.48333333
1311,1072311,2,Blue,Lucian,42.48333333
1312,1072311,2,Blue,Varus,42.48333333
1313,1072311,2,Blue,Tahm Kench,42.48333333
1314,1072311,2,Red,Mordekaiser,42.48333333
1315,1072311,2,Red,Lee Sin,42.48333333
1316,1072311,2,Red,Nautilus,42.48333333
1317,1072311,2,Red,Kai'Sa,42.48333333
1318,1072311,2,Red,Blitzcrank,42.48333333
1319,1072311,2,Blue, ,42.48333333
1320,1072311,2,Red, ,42.48333333
1321,1072314,3,Blue,Gangplank,25.81666667
1322,1072314,3,Blue,Qiyana,25.81666667
1323,1072314,3,Blue,Nautilus,25.81666667
1324,1072314,3,Blue,Xayah,25.81666667
1325,1072314,3,Blue,Thresh,25.81666667
1326,1072314,3,Red,Lucian,25.81666667
1327,1072314,3,Red,Gragas,25.81666667
1328,1072314,3,Red,Jayce,25.81666667
1329,1072314,3,Red,Ezreal,25.81666667
1330,1072314,3,Red,Alistar,25.81666667
1331,1072314,3,Blue, ,25.81666667
1332,1072314,3,Red, ,25.81666667
1333,1072327,4,Blue,Kayle,34.81666667
1334,1072327,4,Blue,Olaf,34.81666667
1335,1072327,4,Blue,Galio,34.81666667
1336,1072327,4,Blue,Kai'Sa,34.81666667
1337,1072327,4,Blue,Rakan,34.81666667
1338,1072327,4,Red,Gangplank,34.81666667
1339,1072327,4,Red,Gragas,34.81666667
1340,1072327,4,Red,Nautilus,34.81666667
1341,1072327,4,Red,Varus,34.81666667
1342,1072327,4,Red,Tahm Kench,34.81666667
1343,1072327,4,Blue, ,34.81666667
1344,1072327,4,Red, ,34.81666667
1345,1062258,1,Blue,Renekton,34.55
1346,1062258,1,Blue,Gragas,34.55
1347,1062258,1,Blue,Neeko,34.55
1348,1062258,1,Blue,Kai'Sa,34.55
1349,1062258,1,Blue,Leona,34.55
1350,1062258,1,Red,Kled,34.55
1351,1062258,1,Red,Rek'Sai,34.55
1352,1062258,1,Red,Ryze,34.55
1353,1062258,1,Red,Xayah,34.55
1354,1062258,1,Red,Rakan,34.55
1355,1062258,1,Blue, ,34.55
1356,1062258,1,Red, ,34.55
1357,1062262,2,Blue,Ornn,35.98333333
1358,1062262,2,Blue,Jarvan IV,35.98333333
1359,1062262,2,Blue,Ryze,35.98333333
1360,1062262,2,Blue,Ezreal,35.98333333
1361,1062262,2,Blue,Galio,35.98333333
1362,1062262,2,Red,Renekton,35.98333333
1363,1062262,2,Red,Lee Sin,35.98333333
1364,1062262,2,Red,LeBlanc,35.98333333
1365,1062262,2,Red,Yasuo,35.98333333
1366,1062262,2,Red,Gragas,35.98333333
1367,1062262,2,Blue, ,35.98333333
1368,1062262,2,Red, ,35.98333333
1369,1062263,3,Blue,Renekton,33.66666667
1370,1062263,3,Blue,Rek'Sai,33.66666667
1371,1062263,3,Blue,Ryze,33.66666667
1372,1062263,3,Blue,Kai'Sa,33.66666667
1373,1062263,3,Blue,Leona,33.66666667
1374,1062263,3,Red,Camille,33.66666667
1375,1062263,3,Red,Elise,33.66666667
1376,1062263,3,Red,Orianna,33.66666667
1377,1062263,3,Red,Xayah,33.66666667
1378,1062263,3,Red,Nautilus,33.66666667
1379,1062263,3,Blue, ,33.66666667
1380,1062263,3,Red, ,33.66666667
1381,1062265,4,Blue,Ornn,36.01666667
1382,1062265,4,Blue,Olaf,36.01666667
1383,1062265,4,Blue,Syndra,36.01666667
1384,1062265,4,Blue,Yasuo,36.01666667
1385,1062265,4,Blue,Gragas,36.01666667
1386,1062265,4,Red,Vladimir,36.01666667
1387,1062265,4,Red,Elise,36.01666667
1388,1062265,4,Red,Qiyana,36.01666667
1389,1062265,4,Red,Varus,36.01666667
1390,1062265,4,Red,Nautilus,36.01666667
1391,1062265,4,Blue, ,36.01666667
1392,1062265,4,Red, ,36.01666667
1393,1072511,1,Blue,Gangplank,40.9
1394,1072511,1,Blue,Lee Sin,40.9
1395,1072511,1,Blue,Nautilus,40.9
1396,1072511,1,Blue,Sivir,40.9
1397,1072511,1,Blue,Thresh,40.9
1398,1072511,1,Red,Ryze,40.9
1399,1072511,1,Red,Elise,40.9
1400,1072511,1,Red,Pyke,40.9
1401,1072511,1,Red,Varus,40.9
1402,1072511,1,Red,Tahm Kench,40.9
1403,1072511,1,Blue, ,40.9
1404,1072511,1,Red, ,40.9
1405,1072516,2,Blue,Akali,25.63333333
1406,1072516,2,Blue,Elise,25.63333333
1407,1072516,2,Blue,Tristana,25.63333333
1408,1072516,2,Blue,Yasuo,25.63333333
1409,1072516,2,Blue,Gragas,25.63333333
1410,1072516,2,Red,Kled,25.63333333
1411,1072516,2,Red,Lee Sin,25.63333333
1412,1072516,2,Red,Ryze,25.63333333
1413,1072516,2,Red,Kai'Sa,25.63333333
1414,1072516,2,Red,Galio,25.63333333
1415,1072516,2,Blue, ,25.63333333
1416,1072516,2,Red, ,25.63333333
1417,1072517,3,Blue,Gangplank,30.36666667
1418,1072517,3,Blue,Lee Sin,30.36666667
1419,1072517,3,Blue,Galio,30.36666667
1420,1072517,3,Blue,Xayah,30.36666667
1421,1072517,3,Blue,Thresh,30.36666667
1422,1072517,3,Red,Ryze,30.36666667
1423,1072517,3,Red,Jarvan IV,30.36666667
1424,1072517,3,Red,Veigar,30.36666667
1425,1072517,3,Red,Ezreal,30.36666667
1426,1072517,3,Red,Nautilus,30.36666667
1427,1072517,3,Blue, ,30.36666667
1428,1072517,3,Red, ,30.36666667
